"ID","year","loan_limit","Gender","approv_in_adv","loan_type","loan_purpose","Credit_Worthiness","open_credit","business_or_commercial","loan_amount","rate_of_interest","Interest_rate_spread","Upfront_charges","term","Neg_ammortization","interest_only","lump_sum_payment","property_value","construction_type","occupancy_type","Secured_by","total_units","income","credit_type","Credit_Score","co-applicant_credit_type","age","submission_of_application","LTV","Region","Security_Type","Status","dtir1"
164230,2019,"cf","Male","nopre","type2","p3","l1","nopc","b/c",276500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",328000,"sb","pr","home","1U",2160,"CIB",752,"CIB","45-54","to_inst",84.29878049,"south","direct",1,35
75241,2019,"cf","Female","nopre","type2","p3","l1","nopc","b/c",176500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",218000,"sb","pr","home","1U",840,"CIB",587,"CIB","35-44","to_inst",80.96330275,"south","direct",1,49
111806,2019,"cf","Female","nopre","type1","p3","l1","nopc","nob/c",226500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",248000,"sb","pr","home","1U",4140,"CRIF",755,"CIB","45-54","to_inst",91.33064516,"North","direct",1,48
56063,2019,NA,"Male","nopre","type1","p4","l1","nopc","nob/c",76500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",138000,"sb","pr","home","1U",1800,"EXP",727,"CIB","65-74","to_inst",55.43478261,"North","direct",1,26
167997,2019,"cf","Male","pre","type2","p3","l1","nopc","b/c",86500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",108000,"sb","pr","home","1U",840,"CRIF",638,"CIB","45-54","to_inst",80.09259259,"North","direct",1,38
108198,2019,"cf","Male","nopre","type1","p3","l1","nopc","nob/c",486500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",7920,"EQUI",851,"EXP","55-64","not_inst",NA,"south","direct",1,NA
102523,2019,"cf","Female","nopre","type1","p1","l1","nopc","nob/c",76500,NA,NA,NA,360,"neg_amm","not_int","not_lpsm",58000,"sb","pr","home","1U",1440,"CRIF",581,"CIB","55-64","to_inst",131.8965517,"North","direct",1,30
49791,2019,"cf","Joint","nopre","type2","p3","l1","nopc","b/c",186500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",228000,"sb","pr","home","1U",1260,"CIB",725,"EXP","25-34","to_inst",81.79824561,"North","direct",1,37
112602,2019,"cf","Joint","nopre","type1","p1","l2","nopc","nob/c",426500,NA,NA,NA,300,"neg_amm","not_int","not_lpsm",NA,"sb","pr","home","1U",7440,"EQUI",598,"EXP","35-44","to_inst",NA,"central","direct",1,NA
61516,2019,NA,"Sex Not Available","nopre","type1","p3","l1","nopc","nob/c",136500,NA,NA,NA,360,"neg_amm","not_int","not_lpsm",298000,"sb","pr","home","1U",3000,"EXP",592,"CIB","65-74","to_inst",45.80536913,"south","direct",1,30
113366,2019,"cf","Male","nopre","type1","p1","l1","nopc","nob/c",126500,NA,NA,NA,120,"not_neg","not_int","not_lpsm",218000,"sb","sr","home","1U",15360,"CRIF",651,"CIB","55-64","to_inst",58.02752294,"North","direct",1,15
44932,2019,"cf","Male","nopre","type3","p1","l1","nopc","nob/c",86500,NA,NA,NA,360,"neg_amm","not_int","not_lpsm",88000,"sb","pr","home","1U",1260,"CIB",527,"CIB","<25","to_inst",98.29545455,"North","direct",1,37
145514,2019,"cf","Male","pre","type1","p1","l1","nopc","nob/c",306500,NA,NA,NA,360,"neg_amm","not_int","not_lpsm",378000,"sb","pr","home","1U",11340,"CIB",843,"CIB","65-74","to_inst",81.08465608,"North","direct",1,38
101986,2019,"cf","Male","nopre","type1","p3","l1","nopc","nob/c",156500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",378000,"sb","pr","home","1U",1560,"CIB",805,"CIB","65-74","to_inst",41.4021164,"North","direct",1,49
32974,2019,"cf","Joint","nopre","type1","p4","l1","nopc","nob/c",486500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",558000,"sb","pr","home","1U",10380,"EXP",863,"EXP","55-64","to_inst",87.18637993,"North","direct",1,33
101692,2019,"cf","Female","nopre","type1","p3","l1","nopc","nob/c",446500,NA,NA,NA,360,"neg_amm","not_int","not_lpsm",538000,"sb","pr","home","1U",4080,"CRIF",887,"CIB","55-64","not_inst",82.99256506,"North","direct",1,59
64185,2019,"cf","Male","nopre","type1","p3","l1","nopc","nob/c",176500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",2220,"EQUI",883,"EXP","65-74","to_inst",NA,"North","direct",1,NA
37503,2019,"cf","Female","nopre","type1","p4","l1","nopc","nob/c",596500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",998000,"sb","pr","home","1U",8220,"EXP",600,"CIB","45-54","not_inst",59.76953908,"south","direct",1,26
37948,2019,"cf","Female","nopre","type2","p3","l1","nopc","b/c",106500,NA,NA,NA,360,"not_neg","int_only","not_lpsm",218000,"sb","pr","home","1U",1500,"EXP",718,"CIB","65-74","to_inst",48.85321101,"North","direct",1,29
38425,2019,"cf","Joint","nopre","type1","p1","l1","nopc","nob/c",346500,NA,NA,NA,360,"neg_amm","not_int","not_lpsm",388000,"sb","pr","home","1U",NA,"CRIF",534,"EXP","55-64","to_inst",89.30412371,"North","direct",1,35
124163,2019,"cf","Male","nopre","type2","p3","l1","nopc","b/c",436500,NA,NA,NA,360,"not_neg","not_int","lpsm",538000,"sb","pr","home","1U",8880,"EXP",778,"CIB","25-34","to_inst",81.133829,"south","direct",1,47
62715,2019,"cf","Male","nopre","type2","p1","l1","nopc","b/c",126500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",228000,"sb","pr","home","1U",6480,"CRIF",637,"CIB","35-44","to_inst",55.48245614,"central","direct",1,43
44697,2019,"cf","Male","nopre","type1","p1","l1","nopc","nob/c",726500,NA,NA,NA,360,"not_neg","int_only","not_lpsm",NA,"sb","pr","home","1U",10320,"EQUI",898,"EXP","25-34","not_inst",NA,"North","direct",1,NA
35659,2019,"cf","Female","nopre","type1","p4","l1","nopc","nob/c",346500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",438000,"sb","pr","home","1U",4560,"CIB",628,"CIB","35-44","to_inst",79.10958904,"south","direct",1,57
169570,2019,"cf","Female","nopre","type1","p3","l1","nopc","nob/c",216500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",278000,"sb","pr","home","1U",3300,"CIB",526,"CIB","55-64","to_inst",77.87769784,"south","direct",1,38
128646,2019,"cf","Sex Not Available","nopre","type1","p3","l1","nopc","nob/c",246500,NA,NA,NA,360,"not_neg","not_int","lpsm",358000,"sb","pr","home","1U",4440,"EXP",696,"EXP",">74","to_inst",68.8547486,"south","direct",1,34
132515,2019,"cf","Joint","nopre","type1","p4","l1","nopc","nob/c",346500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",3840,"EQUI",500,"EXP","55-64","not_inst",NA,"North","direct",1,NA
149017,2019,"cf","Joint","nopre","type1","p1","l1","nopc","nob/c",306500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",328000,"sb","pr","home","1U",3960,"CIB",743,"EXP","25-34","not_inst",93.44512195,"North","direct",1,49
120112,2019,"cf","Sex Not Available","pre","type1","p4","l1","nopc","nob/c",326500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",6000,"EQUI",632,"EXP","35-44","to_inst",NA,"south","direct",1,NA
103442,2019,"cf","Female","nopre","type1","p3","l1","nopc","nob/c",416500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",1368000,"sb","ir","home","1U",1680,"CIB",501,"CIB","65-74","to_inst",30.44590643,"North","direct",1,18
97986,2019,"cf","Joint","pre","type1","p3","l1","nopc","nob/c",176500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",268000,"sb","ir","home","1U",10440,"CIB",581,"EXP",">74","to_inst",65.85820896,"central","direct",1,52
37644,2019,"cf","Joint","pre","type1","p4","l1","nopc","nob/c",396500,NA,NA,NA,240,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",5100,"EQUI",708,"EXP","45-54","not_inst",NA,"south","direct",1,NA
96275,2019,"cf","Female","nopre","type1","p4","l2","nopc","nob/c",246500,NA,NA,NA,276,"not_neg","not_int","not_lpsm",248000,"sb","pr","home","1U",6180,"CRIF",664,"CIB","35-44","to_inst",99.39516129,"south","direct",1,25
62192,2019,"cf","Male","nopre","type1","p4","l1","nopc","nob/c",186500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",3240,"EQUI",672,"EXP","65-74","to_inst",NA,"North","direct",1,NA
132018,2019,"cf","Sex Not Available","nopre","type3","p3","l1","nopc","nob/c",486500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",558000,"sb","pr","home","1U",11340,"CRIF",674,"EXP","45-54","to_inst",87.18637993,"south","direct",1,20
165179,2019,"cf","Female","nopre","type1","p4","l1","nopc","nob/c",346500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",558000,"sb","pr","home","1U",5820,"CIB",664,"CIB","35-44","not_inst",62.09677419,"south","direct",1,55
60427,2019,"ncf","Sex Not Available","nopre","type1","p3","l1","nopc","nob/c",156500,NA,NA,NA,180,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",2700,"EQUI",660,"EXP","55-64","to_inst",NA,"south","direct",1,NA
82196,2019,"cf","Male","nopre","type1","p3","l1","nopc","nob/c",376500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",428000,"sb","sr","home","1U",9060,"CRIF",672,"CIB","45-54","to_inst",87.96728972,"North","direct",1,52
49094,2019,"cf","Male","nopre","type1","p3","l1","nopc","nob/c",526500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",4500,"EQUI",535,"EXP","55-64","not_inst",NA,"North","direct",1,NA
107119,2019,"cf","Joint","nopre","type1","p4","l1","nopc","nob/c",426500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",528000,"sb","pr","home","1U",7140,"CIB",751,"EXP","35-44","not_inst",80.77651515,"south","direct",1,49
120870,2019,"cf","Sex Not Available","nopre","type3","p4","l1","nopc","nob/c",476500,NA,NA,NA,360,"not_neg","int_only","not_lpsm",NA,"sb","pr","home","1U",0,"EQUI",628,"EXP","45-54","to_inst",NA,"south","direct",1,NA
122721,2019,"ncf","Male","pre","type1","p4","l1","nopc","nob/c",236500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",318000,"sb","ir","home","1U",7380,"CRIF",554,"CIB","45-54","to_inst",74.37106918,"North","direct",1,56
75029,2019,"cf","Sex Not Available","nopre","type1","p4","l1","nopc","nob/c",286500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",708000,"sb","pr","home","1U",6900,"CIB",756,"CIB","65-74","to_inst",40.46610169,"south","direct",1,34
167483,2019,"ncf","Sex Not Available","nopre","type1","p4","l1","nopc","nob/c",146500,NA,NA,NA,180,"not_neg","not_int","not_lpsm",108000,"sb","pr","home","1U",6420,"CIB",610,"EXP","65-74","to_inst",135.6481481,"south","direct",1,40
142666,2019,"cf","Female","nopre","type1","p2","l1","nopc","nob/c",96500,NA,NA,NA,180,"not_neg","not_int","not_lpsm",138000,"sb","ir","home","1U",5040,"CIB",837,"CIB","35-44","to_inst",69.92753623,"central","direct",1,24
109464,2019,"cf","Female","nopre","type2","p3","l1","nopc","b/c",166500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",218000,"sb","pr","home","1U",3720,"EXP",696,"CIB",">74","to_inst",76.37614679,"North","direct",1,46
85328,2019,"cf","Male","nopre","type2","p3","l2","nopc","b/c",326500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",398000,"sb","pr","home","1U",4440,"CIB",606,"CIB","35-44","not_inst",82.03517588,"North-East","direct",1,19
54110,2019,"cf","Male","nopre","type2","p1","l1","nopc","b/c",156500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",148000,"sb","pr","home","1U",3720,"CRIF",860,"EXP","35-44","to_inst",105.7432432,"North","direct",1,31
77451,2019,"cf","Joint","nopre","type1","p1","l2","nopc","nob/c",416500,NA,NA,NA,300,"neg_amm","not_int","not_lpsm",NA,"sb","pr","home","1U",7140,"EQUI",623,"EXP","45-54","to_inst",NA,"North","direct",1,NA
122491,2019,"cf","Joint","pre","type2","p1","l1","nopc","b/c",176500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",4920,"EQUI",821,"EXP","25-34","not_inst",NA,"North","direct",1,NA
87644,2019,"cf","Joint","nopre","type1","p3","l1","nopc","nob/c",156500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",298000,"sb","ir","home","1U",11340,"CIB",740,"EXP","55-64","to_inst",52.51677852,"North","direct",1,8
73297,2019,"cf","Sex Not Available","nopre","type1","p3","l1","nopc","nob/c",276500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",358000,"sb","pr","home","1U",2820,"CRIF",640,"CIB","35-44","to_inst",77.23463687,"south","direct",1,48
106988,2019,"cf","Joint","nopre","type1","p1","l1","nopc","nob/c",646500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",7620,"EQUI",837,"EXP","35-44","not_inst",NA,"North","direct",1,NA
41350,2019,"cf","Male","nopre","type1","p3","l1","nopc","nob/c",476500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","ir","home","2U",10320,"EQUI",897,"EXP","25-34","not_inst",NA,"central","direct",1,NA
100331,2019,"cf","Male","nopre","type1","p4","l1","nopc","nob/c",126500,NA,NA,NA,360,"neg_amm","not_int","not_lpsm",278000,"sb","pr","home","1U",1740,"CRIF",689,"EXP","65-74","to_inst",45.50359712,"North","direct",1,42
47789,2019,"cf","Male","nopre","type1","p4","l1","nopc","nob/c",486500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",1008000,"sb","pr","home","1U",13440,"EXP",765,"CIB","25-34","not_inst",48.26388889,"south","direct",1,14
171859,2019,"cf","Joint","pre","type1","p3","l1","nopc","nob/c",486500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",758000,"sb","pr","home","1U",5340,"EXP",592,"EXP","55-64","not_inst",64.18205805,"south","direct",1,61
31551,2019,"cf","Female","nopre","type1","p3","l1","nopc","nob/c",146500,NA,NA,NA,180,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",3660,"EQUI",579,"EXP","65-74","to_inst",NA,"North","direct",1,NA
74988,2019,"cf","Male","nopre","type1","p3","l1","nopc","nob/c",266500,NA,NA,NA,360,"not_neg","not_int","lpsm",338000,"sb","pr","home","1U",3840,"CIB",883,"CIB","45-54","to_inst",78.84615385,"south","direct",1,35
157025,2019,"cf","Joint","nopre","type1","p3","l1","nopc","nob/c",446500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",7080,"EQUI",785,"EXP","45-54","to_inst",NA,"south","direct",1,NA
159605,2019,"cf","Sex Not Available","nopre","type3","p3","l1","nopc","nob/c",66500,NA,NA,NA,360,"not_neg","not_int","lpsm",NA,"sb","pr","home","1U",1920,"EQUI",578,"EXP","55-64","to_inst",NA,"south","direct",1,NA
124681,2019,"cf","Joint","pre","type1","p1","l1","nopc","nob/c",726500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",15600,"EQUI",893,"EXP","55-64","not_inst",NA,"south","direct",1,NA
26657,2019,"ncf","Sex Not Available","pre","type1","p3","l1","nopc","nob/c",496500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",558000,"sb","pr","home","1U",13020,"CIB",700,"EXP","55-64","to_inst",88.97849462,"south","direct",1,30
66351,2019,"cf","Sex Not Available","nopre","type1","p3","l1","nopc","nob/c",156500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",2760,"EQUI",604,"EXP","65-74","to_inst",NA,"south","direct",1,NA
144795,2019,"cf","Joint","nopre","type2","p3","l2","nopc","b/c",316500,NA,NA,NA,300,"neg_amm","not_int","not_lpsm",NA,"sb","pr","home","1U",14940,"EQUI",671,"EXP","45-54","to_inst",NA,"North","direct",1,NA
152540,2019,"cf","Sex Not Available","nopre","type2","p3","l1","nopc","b/c",186500,NA,NA,NA,360,"not_neg","not_int","lpsm",NA,"sb","pr","home","1U",3600,"EQUI",684,"EXP","25-34","to_inst",NA,"south","direct",1,NA
52826,2019,"cf","Sex Not Available","nopre","type2","p3","l1","nopc","b/c",66500,NA,NA,NA,360,"neg_amm","not_int","not_lpsm",78000,"sb","pr","home","1U",2760,"CIB",857,"CIB","55-64","to_inst",85.25641026,"south","direct",1,60
103299,2019,"cf","Female","nopre","type2","p1","l1","nopc","b/c",576500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",598000,"sb","pr","home","1U",6900,"CIB",585,"CIB","45-54","not_inst",96.40468227,"North","direct",1,12
103666,2019,"cf","Joint","nopre","type1","p3","l1","nopc","nob/c",566500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",12960,"EQUI",650,"EXP","35-44","not_inst",NA,"North","direct",1,NA
65520,2019,"cf","Joint","nopre","type2","p4","l1","nopc","b/c",446500,NA,NA,NA,360,"not_neg","not_int","lpsm",598000,"sb","pr","home","1U",10800,"CIB",741,"EXP","55-64","not_inst",74.66555184,"North","direct",1,7
50848,2019,"cf","Male","pre","type1","p1","l1","nopc","nob/c",186500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",2580,"EQUI",855,"EXP","45-54","to_inst",NA,"North","direct",1,NA
161320,2019,"cf","Sex Not Available","nopre","type3","p3","l1","nopc","nob/c",176500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",2640,"EQUI",666,"EXP","65-74","to_inst",NA,"south","direct",1,NA
90871,2019,"cf","Female","pre","type1","p1","l1","nopc","nob/c",476500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",498000,"sb","pr","home","1U",5220,"EXP",762,"CIB","25-34","not_inst",95.68273092,"south","direct",1,46
130145,2019,"cf","Female","nopre","type1","p2","l1","nopc","nob/c",86500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",4920,"EQUI",844,"EXP","45-54","to_inst",NA,"North","direct",1,NA
141497,2019,"cf","Male","nopre","type3","p4","l1","nopc","nob/c",296500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",0,"EQUI",516,"EXP","55-64","to_inst",NA,"North","direct",1,NA
127949,2019,"cf","Male","nopre","type3","p4","l1","nopc","nob/c",516500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",508000,"sb","pr","home","1U",NA,"EXP",879,"CIB","55-64","to_inst",101.6732283,"North","direct",1,NA
130590,2019,"cf","Joint","nopre","type1","p4","l1","nopc","nob/c",496500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",5040,"EQUI",670,"EXP","35-44","to_inst",NA,"North","direct",1,NA
147832,2019,"cf","Joint","nopre","type1","p1","l2","nopc","nob/c",426500,NA,NA,NA,300,"neg_amm","int_only","not_lpsm",528000,"sb","pr","home","1U",11100,"CIB",726,"EXP","25-34","not_inst",80.77651515,"North","direct",1,31
89532,2019,"cf","Sex Not Available","pre","type1","p4","l1","nopc","nob/c",166500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",168000,"sb","pr","home","1U",3120,"CRIF",506,"CIB","25-34","to_inst",99.10714286,"south","direct",1,40
47809,2019,"cf","Female","pre","type1","p1","l1","nopc","nob/c",166500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",1800,"EQUI",871,"EXP","45-54","to_inst",NA,"North","direct",1,NA
171477,2019,"cf","Male","nopre","type2","p3","l1","nopc","b/c",206500,NA,NA,NA,360,"not_neg","not_int","lpsm",NA,"sb","pr","home","1U",6900,"EQUI",778,"EXP","35-44","to_inst",NA,"North","direct",1,NA
32170,2019,"cf","Male","nopre","type1","p3","l1","nopc","nob/c",236500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",318000,"sb","pr","home","1U",6840,"EXP",743,"CIB","35-44","to_inst",74.37106918,"North","direct",1,28
130724,2019,"cf","Joint","nopre","type1","p4","l1","nopc","nob/c",466500,NA,NA,NA,360,"not_neg","int_only","not_lpsm",NA,"sb","pr","home","1U",14400,"EQUI",778,"EXP","65-74","not_inst",NA,"North","direct",1,NA
143174,2019,"cf","Sex Not Available","nopre","type1","p4","l1","nopc","nob/c",466500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",8820,"EQUI",693,"EXP","55-64","to_inst",NA,"south","direct",1,NA
152152,2019,"cf","Male","nopre","type1","p4","l1","nopc","nob/c",186500,NA,NA,NA,360,"neg_amm","not_int","not_lpsm",398000,"sb","ir","home","1U",4980,"EXP",638,"EXP","55-64","to_inst",46.85929648,"south","direct",1,55
124200,2019,"cf","Sex Not Available","nopre","type1","p3","l1","nopc","nob/c",226500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",298000,"sb","ir","home","1U",11100,"CIB",571,"EXP","65-74","to_inst",76.00671141,"south","direct",1,42
93448,2019,"cf","Female","nopre","type2","p4","l1","nopc","b/c",356500,NA,NA,NA,360,"not_neg","not_int","lpsm",NA,"sb","pr","home","1U",4080,"EQUI",602,"EXP","35-44","not_inst",NA,"North","direct",1,NA
115828,2019,"cf","Female","nopre","type1","p3","l1","nopc","nob/c",376500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",1508000,"sb","pr","home","1U",4560,"CIB",531,"CIB",">74","to_inst",24.9668435,"North","direct",1,43
100590,2019,"cf","Sex Not Available","nopre","type1","p4","l1","nopc","nob/c",216500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",6420,"EQUI",551,"EXP","25-34","to_inst",NA,"south","direct",1,NA
68772,2019,"cf","Male","nopre","type3","p4","l1","nopc","nob/c",186500,NA,NA,NA,360,"not_neg","int_only","not_lpsm",198000,"sb","pr","home","1U",NA,"EXP",778,"CIB","55-64","to_inst",94.19191919,"North","direct",1,NA
95512,2019,"cf","Sex Not Available","nopre","type3","p3","l1","nopc","nob/c",136500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",2880,"EQUI",880,"EXP","65-74","to_inst",NA,"south","direct",1,NA
126014,2019,"cf","Joint","pre","type3","p1","l1","nopc","nob/c",376500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",6780,"EQUI",746,"EXP","25-34","to_inst",NA,"south","direct",1,NA
118267,2019,"cf","Joint","nopre","type1","p1","l2","nopc","nob/c",186500,NA,NA,NA,300,"neg_amm","not_int","not_lpsm",288000,"sb","pr","home","1U",4620,"CRIF",639,"EXP","25-34","to_inst",64.75694444,"North-East","direct",1,37
131800,2019,"cf","Male","pre","type1","p4","l1","nopc","nob/c",806500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","4U",16380,"EQUI",686,"EXP","35-44","not_inst",NA,"North","direct",1,NA
168338,2019,"cf","Male","nopre","type1","p3","l1","nopc","nob/c",246500,NA,NA,NA,180,"not_neg","not_int","not_lpsm",258000,"sb","ir","home","1U",3060,"CRIF",645,"CIB","45-54","to_inst",95.54263566,"North","direct",1,36
111348,2019,"cf","Sex Not Available","nopre","type2","p3","l1","nopc","b/c",306500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",7440,"EQUI",899,"EXP","35-44","to_inst",NA,"south","direct",1,NA
107676,2019,"cf","Joint","pre","type1","p1","l1","nopc","nob/c",166500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",188000,"sb","pr","home","1U",5340,"CRIF",574,"EXP","25-34","to_inst",88.56382979,"North","direct",1,29
97227,2019,"cf","Sex Not Available","nopre","type1","p3","l1","nopc","nob/c",176500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",4800,"EQUI",595,"EXP","65-74","to_inst",NA,"south","direct",1,NA
146011,2019,"cf","Sex Not Available","pre","type2","p3","l1","nopc","b/c",386500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",508000,"sb","pr","home","1U",4620,"CIB",780,"EXP","55-64","to_inst",76.08267717,"south","direct",1,52
51636,2019,"cf","Sex Not Available","nopre","type1","p4","l1","nopc","nob/c",376500,NA,NA,NA,360,"neg_amm","not_int","not_lpsm",438000,"sb","pr","home","1U",5460,"CRIF",500,"CIB","35-44","to_inst",85.95890411,"south","direct",1,42
51553,2019,"cf","Female","nopre","type1","p1","l1","nopc","nob/c",256500,NA,NA,NA,360,"not_neg","not_int","lpsm",268000,"sb","pr","home","1U",4980,"CRIF",788,"CIB","45-54","to_inst",95.70895522,"North","direct",1,23
43034,2019,"cf","Male","nopre","type1","p4","l1","nopc","nob/c",246500,NA,NA,NA,360,"not_neg","int_only","not_lpsm",928000,"sb","pr","home","1U",5460,"CIB",509,"CIB",">74","to_inst",26.5625,"North","direct",1,27
48611,2019,"cf","Male","pre","type3","p4","l1","nopc","nob/c",166500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",3840,"EQUI",893,"EXP","55-64","to_inst",NA,"North","direct",1,NA
105273,2019,"cf","Male","nopre","type1","p3","l2","opc","nob/c",56500,NA,NA,NA,360,"not_neg","int_only","not_lpsm",748000,"sb","pr","home","1U",10080,"CIB",868,"CIB","45-54","to_inst",7.553475936,"North","direct",1,40
62851,2019,"cf","Sex Not Available","nopre","type1","p4","l1","nopc","nob/c",246500,NA,NA,NA,180,"neg_amm","not_int","not_lpsm",308000,"sb","sr","home","1U",6480,"EXP",670,"CIB","45-54","to_inst",80.03246753,"south","direct",1,49
60667,2019,"cf","Male","nopre","type3","p3","l1","nopc","nob/c",376500,NA,NA,NA,360,"not_neg","int_only","not_lpsm",NA,"sb","pr","home","1U",10140,"EQUI",860,"EXP","45-54","to_inst",NA,"North","direct",1,NA
69006,2019,"cf","Female","pre","type1","p3","l1","nopc","nob/c",336500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",6000,"EQUI",809,"EXP","55-64","not_inst",NA,"North","direct",1,NA
39890,2019,"ncf","Joint","nopre","type1","p1","l1","nopc","nob/c",276500,NA,NA,NA,324,"neg_amm","not_int","not_lpsm",NA,"sb","pr","home","1U",7140,"EQUI",841,"EXP","35-44","to_inst",NA,"North","direct",1,NA
103045,2019,"cf","Joint","nopre","type1","p3","l1","nopc","nob/c",776500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",1508000,"sb","pr","home","2U",7080,"CIB",767,"EXP","65-74","to_inst",51.49204244,"North","direct",1,43
150678,2019,"cf","Male","nopre","type1","p3","l2","nopc","nob/c",236500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",348000,"sb","pr","home","1U",3480,"EXP",736,"EXP","65-74","to_inst",67.95977011,"North","direct",1,41
137674,2019,"cf","Male","nopre","type1","p3","l1","nopc","nob/c",456500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",NA,"sb","pr","home","1U",5280,"EQUI",875,"EXP","35-44","not_inst",NA,"North","direct",1,NA
160733,2019,"cf","Sex Not Available","pre","type1","p3","l1","nopc","nob/c",116500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",208000,"sb","ir","home","1U",8220,"EXP",727,"EXP","65-74","to_inst",56.00961538,"south","direct",1,61
57286,2019,"cf","Joint","nopre","type2","p4","l1","nopc","b/c",476500,NA,NA,NA,360,"not_neg","not_int","not_lpsm",488000,"sb","pr","home","1U",NA,"CIB",623,"EXP","45-54","not_inst",97.64344262,"south","direct",1,NA
